genome_id	genome_name
247481.57	Candidatus Cardinium hertigii strain cHgTN10
1609969.5	Candidatus Omnitrophus magneticus strain SKK-01
295405.11	Bacteroides fragilis YCH46
1194088.4	Halorubrum sp. T3
1906166.3	Candidatus Caenarcanum bioreactoricola strain UASB_169
2026735.213	Deltaproteobacteria bacterium strain AP2
298653.7	Frankia sp. EAN1pec
1041930.6	Methanocella conradii HZ254
42094.4	Ureaplasma diversum strain ATCC 49782
420247.28	Methanobrevibacter smithii ATCC 35061
344747.3	Planctomyces maris DSM 8797
349741.6	Akkermansia muciniphila ATCC BAA-835
243230.17	Deinococcus radiodurans R1
2883571.16	Candidatus Microgenomatus sp. strain BE2012_45_76
1123256.3	Singularimonas variicoloris DSM 15731
1899017.3	Candidatus Melainabacteria bacterium MEL.A1
525904.6	Thermobaculum terrenum ATCC BAA-798
2715251.55	Candidatus Paceibacter sp. KUB_Bin06
511145.12	Escherichia coli str. K-12 substr. MG1655
2852100.3	Candidatus Phytoplasma sp. AldY-WA1
1121920.7	Geothrix fermentans DSM 14018
552398.3	Ruminococcaceae bacterium D16
1303518.3	Chthonomonas calidirosea T49
2099665.9	Ardenticatenia bacterium strain EsbW_18-Q3-R4-48_MAXAC.090
2795215.3	Brachybacterium sp. MASK1Z-5
1637999.4	Verrucomicrobia bacterium IMCC26134
1458469.3	Pseudobutyrivibrio ruminis HUN009
1379305.3	candidate division NKB19 bacterium JGI OTU-1
1002870.3	Gaiella occulta strain F2-233
2044594.17	Candidatus Delongbacteria bacterium strain HK-STAS-DELO-1
2828656.4	Spirochaetales bacterium F1F22
243090.15	Rhodopirellula baltica SH 1
1123401.3	Thiothrix lacustris DSM 21227
36868.4	Wigglesworthia glossinidia endosymbiont of Glossina morsitans
2806609.3	Candidatus Gromoviella agglomerans strain Sp8-1
1343158.3	Saccharibacter sp. AM169
398578.5	Delftia acidovorans SPH-1
697329.10	Ruminococcus albus 7
272634.6	Mycoplasma pneumoniae M129
1638221.3	Thermococcus sp. 21S7 strain not applicable
2003555.3	Egibacter sp. strain T1Sed10_49
2024963.9	Caldimicrobium sp. strain SpSt-122
583355.3	Coraliomargarita akajimensis DSM 45221
114.15	Gemmata obscuriglobus strain DSM 5831
262719.5	Mycoplasma hyopneumoniae J
1579378.3	archaeon GW2011_AR20
441771.6	Clostridium botulinum A str. Hall
267377.15	Methanococcus maripaludis S2
765952.4	Parachlamydia acanthamoebae UV-7
1401685.3	Candidatus Xenolissoclinum pacificiensis L6
401619.11	Candidatus Riesia pediculicola strain BR-HL
2601646.3	Candidatus Sneabacter namystus strain 1621
2770581.3	Rickettsiales endosymbiont of Paramecium tredecaurelia strain WO2
