sequence_id	sequence_length
2800819.3	353
2760313.3	369
2840882.4	343
2908648.6	340
2901836.3	344
2866311.3	346
2904247.7	341
2903142.6	345
292459.5	343
39480.4	340
314285.4	337
29553.8	316
297314.1191	339
374847.13	494
429009.3	340
399550.11	519
450851.6	369
456827.3	344
349750.3	368
471821.5	339
59196.3	341
575615.3	345
478741.3	346
526218.6	339
521045.3	345
479430.3	380
635013.3	340
59748.8	343
496831.5	338
477974.6	339
547188.13	338
644383.5	348
671143.5	350
69895.3	339
81460.5	348
679199.3	346
867903.3	375
868864.3	342
872965.10	351
880073.4	335
980251.5	348
927661.3	356
932004.5	328
1041930.6	495
887898.3	344
913107.6	347
908846.3	379
1008308.3	339
99117.3	369
89093.3	353
945713.3	337
1008392.4	343
993689.15	331
1056495.6	478
1002870.3	331
984262.3	345
1048339.7	373
1082276.3	339
1089455.3	250
1120989.3	343
1120978.3	349
1070130.4	327
1121020.3	346
1082479.3	357
1069448.9	331
1096341.3	339
1075417.3	353
1090615.3	360
1104576.4	484
1121389.3	344
1121903.5	339
1121476.3	340
1121881.3	361
112248.3	333
1121447.3	349
1122218.3	358
1121390.3	336
1123242.3	333
1121902.6	344
1122189.3	338
1121881.44	335
1134406.9	350
1157490.3	354
1176533.3	342
1163385.3	346
1123508.9	344
1123371.3	339
1150474.3	329
1215343.11	361
1193729.4	356
1191523.3	329
1188229.3	334
1247024.12	327
1241859.3	328
1274402.6	341
1276220.3	348
1265507.3	328
1247963.7	348
1294296.4	337
1298851.4	339
1317117.6	337
1321371.13	345
1306947.3	346
1312852.3	342
1313421.4	345
1324935.3	342
1313171.3	337
1307759.4	349
1315998.3	331
1314958.3	344
1309793.3	327
1304885.3	335
1323375.3	339
1307761.3	347
1336245.3	333
1331910.7	341
1347891.3	368
1408454.3	315
1410383.3	327
1379698.3	346
1394711.4	346
1359163.4	344
1392491.3	343
1379305.3	338
1384638.4	366
1408439.3	339
1410617.3	339
1401685.3	338
1352.14276	216
1437425.3	342
1461337.4	361
1448929.4	351
1457365.3	335
1462919.3	346
1415780.3	331
1428644.3	373
1423744.4	351
1414854.3	356
1471761.3	343
1415779.3	334
1415657.3	328
1528098.3	354
1505596.4	331
1541959.3	345
1495769.5	341
1505597.4	328
1519464.4	334
1561003.5	339
160660.10	338
1629062.3	355
1632864.5	333
1594731.7	327
1578199.4	344
1609969.5	340
156889.10	348
1621989.5	338
1579370.3	489
1579378.3	557
1594731.5	328
1655435.4	362
1714261.4	505
1696036.3	341
1651774.3	340
1675686.5	346
1678840.5	346
1670831.3	345
1653831.45	327
1660198.3	364
1696036.11	345
1653831.24	336
1653831.38	328
1712378.5	339
174633.148	337
1778264.4	328
1747223.3	354
174633.139	331
1749074.3	350
1761012.6	340
1776334.4	537
174633.135	257
1776390.3	340
1719125.3	329
1852022.3	369
182264.3	340
1817954.8	328
1796619.3	340
1852921.3	340
1858795.3	344
1802984.3	351
1853216.3	332
1828648.3	370
1882752.29	341
1888893.3	337
1867258.4	489
186490.3	327
1882752.42	221
1878935.3	335
1914869.3	361
1911683.3	339
1909293.21	360
1915543.3	480
1922217.7	326
191287.5	314
1913988.1735	314
1903181.3	501
1898112.199	373
1922217.8	327
191863.3	337
1906605.3	344
1914870.3	357
1903261.3	346
1895716.3	341
1906166.3	345
1902245.3	358
1903720.442	348
1935139.3	484
1932692.91	341
1953413.3	361
1935123.3	332
1963835.3	364
1965230.3	345
1958892.5	329
1935129.3	415
1930593.3	332
1965617.3	346
1960156.3	335
1929292.5	328
2021391.398	327
2016505.5	358
2024856.6	338
2026724.1155	344
2014781.3	342
2016530.3	339
2026735.213	342
2030827.3	346
2053582.7	327
2026724.900	343
2030824.23	348
2030824.24	330
2040290.3	340
2049035.8	345
2030800.124	354
2053306.72	338
2045015.3	356
2043164.24	341
2044936.128	346
2053509.37	339
203907.6	335
2080755.3	331
2093367.3	337
2079008.3	353
2108365.3	337
2079007.3	344
2109911.10	345
2115978.3	328
2086585.3	339
2099665.9	339
2094122.3	494
2080239.3	354
2072845.3	342
2218525.3	338
2200854.3	348
2182787.3	333
2173034.3	339
2185103.3	357
220137.81	342
2231116.15	341
2231116.12	344
228908.8	483
229919.9	355
2250252.3	350
2268143.5	481
222136.3	326
242600.3	338
244328.198	340
244328.197	349
236753.3	355
2480626.3	376
2491047.3	346
244581.5	357
247481.57	344
2419771.3	362
244328.199	341
2527980.3	333
2528828.5	335
2527983.3	334
2491083.3	504
2499687.15	338
2528828.3	339
251538.3	332
2528007.3	333
2496273.3	339
2508949.3	340
2495426.3	496
2569760.3	329
255719.3	329
2590022.3	335
2586642.3	335
2593301.3	332
258723.4	348
2579976.3	348
2558174.3	342
2654184.5	336
2608984.3	332
2601677.3	352
2603660.3	340
2666341.5	496
2606450.3	350
2670412.5	497
2601646.3	342
2665650.3	337
2614248.5	356
2613842.3	332
2656650.3	362
2606906.3	337
2675787.3	335
2681987.3	335
2704250.3	347
2675797.3	328
2675777.3	332
2675786.3	331
2698684.3	329
2699749.4	347
267748.5	329
2715251.55	336
2717857.6	357
2720780.3	344
272635.4	314
2719988.3	346
2722752.3	334
2721147.3	337
2721128.3	343
2715251.4	252
272633.4	341
2715251.3	269
2742204.3	361
2751313.3	335
2741701.3	361
2746921.3	348
2770581.3	376
2749086.3	349
2796927.3	341
2802285.4	364
2780086.3	359
2817381.3	363
2791014.3	350
2840719.4	339
2840844.4	344
2849779.3	332
2840752.4	353
2828656.4	341
2840784.4	343
2840870.3	340
2840932.3	339
2824558.3	347
2840936.3	344
29343.3	339
295108.7	340
2941513.3	339
311458.9	519
2941511.3	340
2937801.4	358
332175.3	335
36849.5	339
388746.3	347
36870.6	333
36868.4	333
37692.4	341
34034.14	345
372461.17	333
338645.5	340
34097.9	369
374463.5	327
398773.6	339
397948.10	498
418701.3	338
439481.9	504
399579.5	487
472834.3	329
459.19	337
495820.6	374
457570.14	341
45361.3	320
469812.4	341
483423.4	342
465721.9	346
476281.3	327
511435.3	341
525904.6	336
521011.8	494
522772.6	337
547188.18	336
525903.6	348
568817.3	327
525909.11	366
546269.5	339
641510.7	255
634113.3	327
640132.3	346
583356.9	485
595671.3	346
61635.6	335
658266.3	346
694429.7	490
649638.3	350
673862.3	344
661478.3	354
696127.4	341
668570.3	478
690879.6	338
688867.3	346
655015.3	360
794903.4	346
763993.3	394
743966.3	319
712991.3	341
745014.4	339
744985.3	349
760192.3	345
707003.275	347
877415.3	344
869210.3	337
859654.3	337
909943.3	361
9.55	334
877466.33	348
91750.1140	367
869212.3	346
880072.3	338
880071.3	338
981385.3	343
96561.5	334
985867.6	347
939857.3	326
926569.3	372
937777.3	349
